plate,status,predicted_meaning,label,predicted
BLVDBOM,N,BOMB,0,N
1BURNTZ,Y,ONE BURN TZ,1,N
LIL69VW,N,"69, SEXUAL REFERENCE",0,N
SEADGFU,N,FUCK YOU,0,N
2SEXC4U,Y,SEX FOR YOU,1,N
DR69BRO,N,NO 69 CAR,0,N
GTSJEFE,N,JEFE,0,N
LUVJP68,N,JEEP 68,0,Y
MEGACUM,N,"MEGACUM IS A TYPE OF PENIS, WHICH IS A SLUR TOWARDS AMERICANS",0,N
CTCH2NA,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N
TRD SER1,N,TRD SERIES,0,Y
SS KLR,N,KILLER,0,N
NUCKLUP,N,NUCK,0,N
ARCHRER,Y,ARCHERY,1,Y
FKYORV8,N,FUCK YOUR V8,0,N
H8SHEEP,N,HATE SHEEP,0,N
DOBLE A ,Y,DOUBLE A=GANG,1,N
TKI VATO,N,VATO=VAGINA,0,N
EXNUKE,Y,EX NUKE,1,N
IV 13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
BNUKUSH,N,KUSH IS ANOTHER WORD FOR VAGINA,0,N
BCH CLB,Y,BCH COULD STAND FOR BITCH,1,N
RAY 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
MRFYB2X,N,MURDER YOUR BITCH,0,N
CHLOLO,N,CHOLO=VAGINA,0,N
NOT4U2K,N,NOT FOR YOU TO KILL,0,N
HBCH,N,HEAD BITCH,0,N
D CHIKIS,N,CHIKI=PUSSY,0,N
CHANGGO,N,CHANG=PENIS IN TAGALOG,0,N
G VANYA,N,G AS IN GANGSTER,0,N
BOO HATM,Y,HATM,1,N
LEXOE,Y,LOOK ALIKE,1,N
ECRUXIV,N,"14=GANG NUMBER, NO 2014 CAR",0,N
LOUDXAF,N,AF-AS FUCK,0,N
G BOMBER,N,G AS IN GANGSTER,0,N
VAGO,N,VAGO IS A TYPE OF VEHICLE,0,N
BLEUENV,Y,BLUE NV=GANG COLOR,1,N
PERPTR8,N,PERPETRATE,0,N
TIE FTR1,Y,TIE FIGHTER,1,Y
THAT1FU,N,THAT ONE FUCK YOU,0,N
DBAGCFH,N,DBA GUN,0,N
CATS 3O,Y,CATS,1,Y
NFFC714,N,714 AREA CODE,0,N
U GOONI,Y,"YOU, HOSTILE",1,N
U 515O,N,"YOU, HOSTILE",0,N
YOUNGUN,Y,YOUNG GUN,1,Y
VOOV GRL,Y,VOOV=VAGINA,1,N
TOY4BOY,N,TOYOTA FOR BOY,0,N
2Z7ZCZ9,N,LOOK ALIKE,0,N
ABARF,N,AF-AS FUCK,0,N
CLSSYOG,N,"OG, GANG REFERENCE",0,N
4 NEG RA,N,NEGRA IS A TERM USED FOR AN ACT OF GENITAL CRIME,0,N
XXFDTXX,N,XXX,0,N
GONPSTL,N,GONPSTAL,0,N
GUNDLR,N,GUN,0,N
MALHII,Y,MALHII IS A TYPE OF SLANG FOR VAGINA,1,N
DZZNUTS,N,NUTS,0,Y
D A N M,Y,D AS IN DICK,1,N
SXONWHL,N,SEX ON WALL,0,N
ANTHRXX,N,ANTHRAX,0,N
562HEMI,N,562 AREA CODE,0,N
UP TIPP,N,UP TO PEE,0,N
1QWKKAT,Y,ONE QUICK KAT,1,Y
S A Z Z,N,SAZZ=SHIT,0,N
EATZMUD,N,EAT,0,N
S3HCT1B,N,SUSAN CATHOLIC TYPE 1 B,0,N
DP LIFE,Y,DP-DICK PIG,1,N
50 WOODE,N,50 WOODY,0,Y
KILACAL,N,KILLER,0,N
LLBLBOX,Y,BOX,1,N
WEDM8YZ,N,WEED,0,N
POPOGRL,N,POPO=VAGINA,0,N
2O13 SOX,Y,2013 SOX,1,Y
88IROCZ,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
TEXXXEN,N,XXX,0,N
LI 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
ILUO113,Y,113=GANG NUMBER,1,N
COLDFRT,Y,COLORED FRONT,1,Y
QUADMFT,N,FT=FUCK THE WORLD,0,N
GDTUP 66,N,GOD DAMN,0,N
BRAR 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
BLU BLIT,Y,BLUE BULLET,1,N
PLXSPNK,N,PINK=VAGINA,0,N
8 MRS V,N,8 IS MY FAVORITE NUMBER,0,Y
OG ZO6,N,OG,0,N
MOVYOA2,N,MOVIE OA,0,Y
SVTRAP1,Y,TRAP,1,N
L OVER D,N,L OVER D,0,Y
MY Z KA,N,MY Z KA=MY BITCH,0,N
BASSHND,N,BASSHUND IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N
JOE 13,N,13 GANG REFERENCE,0,N
IA V8,Y,I AM A V8 ENGINEER,1,Y
GLD DRGN,N,GOLDEN DRIVER,0,Y
$T88USC,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
GFK4LYF,N,GFK=FUCK,0,N
XC 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
BRRAP,Y,BURRAAP,1,N
VANDAMN,N,DAMN,0,N
LICMYC7,N,LIKE MY C7,0,Y
FJ55 PIG,N,PIG,0,N
HAL YEA,Y,HAL YEA,1,Y
OORALS,N,ORIALS,0,N
8BB81S3,N,LOOK ALIKE,0,N
13 GILL,N,13 GANG REFERENCE,0,N
LMPS KNW,N,LAMPS KNEW,0,N
DISGOON,N,GOON,0,N
G ONETO,N,G AS IN GANGSTER,0,N
B26L14E,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
YOU SLOW,N,"YOU, HOSTILE",0,N
PB 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
DESI P,Y,DESI PEE,1,N
NOFKS2U,N,NO FUCKS TO YOU,0,N
ABRNZTL,Y,ABRIANZEL,1,N
HAPPY BZ,Y,BZ=BITCH,1,N
626,N,626 AREA CODE,0,N
YOJ88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
S13 KAMI,N,13 GANG REFERENCE,0,N
NOPOHOS,N,NO POHOS,0,N
MFRLKME,N,MOTHER FUCKER LIKE ME,0,N
QQQQO,N,LOOK ALIKE,0,N
THABEZZ,N,THAB=THAT BITCH,0,N
WILLY D,N,WILLY D COULD STAND FOR DICK,0,N
SMOKYOU,N,SMOKY YOU,0,N
HOTTBCH,N,HOT BITCH,0,N
FACC 1,N,FACC=FUCK,0,N
RICH B,N,B=BITCH,0,N
JUBU M4,Y,"JUBU IS A TYPE OF VEHICLE, M4 IS A TYPE OF GUN",1,N
BUMBUM5,N,"BUMBUM IS A TYPE OF PENIS, SOME MAY FIND OFFENSIVE",0,N
BLZ WRLD,N,BALLS WRLD,0,N
PRP8GLD,N,PEPPER GOLD,0,Y
BILT4GZ,Y,BULLET FOR GAS,1,N
1R9A6P9,Y,909 AREA CODE,1,N
PIMPMOM,N,PIMP MOM,0,N
O69 BAJA,N,NO 69 CAR,0,N
P BLINDR,N,PINK BLINDER,0,N
SRTKITY,Y,"KITTY, SEXUAL REFERENCE",1,N
KAHLON B,Y,B=BITCH,1,N
KDAJ C4,N,KDAJ IS ANOTHER WORD FOR VAGINA,0,N
REDROV,Y,RED ROVES,1,Y
455HO,N,455 AREA CODE,0,N
MR BUM,N,BUM=SEXUAL,0,N
EXCHP93,N,EX CHIP,0,N
GAVACHO,N,"GOOGLE SAYS IT MEANS ""FUCK YOU""",0,N
DUBD OG,Y,OG,1,N
CARTEL,N,CARTEL IS A TYPE OF VEHICLE,0,N
DOMSDAY,Y,DOOMSDAY IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,1,N
8IMM88,N,88=HATE SYMBOL,0,N
FLEXY 13,Y,"13=GANG NUMBER, NO 2013 CAR",1,N
JBLTS,Y,JBLTS IS A TYPE OF BLUE COLOR,1,Y
AOB 4ME,N,AOB=ASS BITCH,0,N
BONWIWI,N,WIWI=PENIS IN TAGALOG,0,N
GAS PASS,Y,GAS PASS,1,N
F TURBOS,N,FUCK TURBO,0,N
HOWCCAT,Y,"CAT=PUSSY, NO CAT CAR ON ANI",1,N
XKXKXKK,N,XXX,0,N
OLDHAG,N,OLD HAG,0,N
NFGIVN,N,NIGGA GIVEN,0,N
PB2O9CA,N,209 = AREA CODE,0,N
66$99,N,69 SEXUAL REFERENCE,0,N
B CRZY#,N,CRAZY,0,N
A F KB,Y,AF=AS FUCK,1,N
K13J7H7,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
TRXXXTR,N,XXX,0,N
CHOP 89,Y,"89=HATE SYMBOL, NO 89 CAR ON ANI",1,N
12771,N,LOOK ALIKE,0,N
ABADAN1,Y,ABADAN IS A TYPE OF SLANG FOR A PERSON OF AMERICAN DESCENT,1,N
FRTL ONE,N,FERTILE ONE,0,Y
LCKY FUK,N,LUCKY FUCK,0,N
GETN SOM,N,GETTING SOME,0,N
OGVIERA,N,OG,0,N
408 FILF,N,408 AREA CODE,0,N
72BADSS,Y,BAD ASS,1,N
BLKHK18,N,18=HATE SYMBOL,0,N
LIL VEG,Y,LITTLE VEGAS,1,Y
FMY,N,FUCK MY YOUTH,0,N
CMLJKY,N,"JKY=PUSSY, NO JEEP ON ANI",0,N
DART 4O8,N,408 AREA CODE,0,N
8MELODY,N,ATE MY LOD,0,N
A BMF GT,N,BMF=BIG MOTHERFUCKER,0,N
AUDZNTZ,N,AUDI NUTS,0,Y
BLWN CT,N,BLOWN CAN BE ANOTHER WORD FOR VAGINA,0,N
31O PHIL,N,AREA CODE,0,N
J95O718,N,AREA CODE,0,N
BIGREDE,Y,BIG RED,1,Y
ICYUMAD,N,I SEE YOU MAD,0,N
NSTYWM,N,NASTY WOM,0,N
D SMOOV,N,STAND ALONE D,0,N
N747SMS,N,747 AREA CODE,0,N
P ELJALE,Y,PEL JALE,1,N
YAF95,Y,AF-AS FUCK,1,N
PRINT D ,Y,PRINT D=PENIS IN TAGALOG,1,N
HEMI714,N,714 AREA CODE,0,N
EFFFGAS,N,FUCK GAS,0,N
PSY O6,N,PSY=PUSSY,0,N
MDK1111,Y,MARKED UNACCEPTABLE,1,N
619 BSBL,N,619 AREA CODE,0,N
GETOFF G,N,G AS IN GANGSTER,0,N
SZ M8RS,N,SZ MATERS,0,N
SOGYTCO,N,TACO,0,N
666 STR8,Y,666 AREA CODE,1,N
DINAN TT,N,TT=PENIS IN TAGALOG,0,N
PDQ CMRO,Y,PDQ=POLICE DEPT. COMMERCIAL,1,N
CNTBYKL,N,CUNT BY KILL,0,N
ANGL 76O,N,760 AREA CODE,0,N
KLR SRL,N,KILLER,0,N
JEFFY 69,N,NO 69 CAR,0,N
SPACBL1,N,SPACIAL BLACK 1,0,N
MLHH818,N,818 AREA CODE,0,N
ZEROFCK,N,ZERO FUCKS,0,N
IHOODLM,N,I HOODLUM,0,N
JEFE347,N,347 AREA CODE,0,N
L JEFE26,Y,JEFE,1,N
PSYCLWN,Y,PSY CLONE,1,N
APX KLLR,N,KILLER,0,N
MYDMSLF,N,MY DAMNSELF,0,N
BAGD5OH,N,BAD ASS,0,N
LVEN SS,Y,"SS, no Chevy on ANI",1,Y
JG213LA,N,213 LA AREA CODE,0,N
67 WCAT,N,67 CAT,0,Y
BRNGBLU,Y,BLUE,1,Y
JAZZAF,N,JAZZ AS FUCK,0,N
EL MAJE,N,MAJE=VAGINA,0,N
HLA SLO,N,HELLA SLOW,0,N
P NUUUT,N,PEANUT,0,Y
KNG CAVI,Y,KONG=VAGINA,1,N
VOETSEK,N,VOET SLANG FOR VAGINA,0,N
BS CRZY,N,BS=BULL SHIT,0,N
KITTN M3,Y,KITTEN,1,Y
REDRKKT,N,REDRICK IT,0,N
TICO WOP,N,WOP,0,N
LOVES AZ,N,LOVES ASS,0,N
THICK AF,N,AF-AS FUCK,0,N
BMBLBCH,N,BUMBLEBCH IS A TERM USED FOR A PERSON OF AMERICANS DESCENT,0,N
BSMOKEY,N,BS=BULL SHIT,0,N
TRLY 69,N,NO 69 CAR,0,N
GRMPA88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
UBSALTY,N,"YOU, HOSTILE",0,N
DOWOP14,N,14 GANG REFERENCE,0,N
THE BBC,N,BBC CAN STAND FOR BIG BLACK COCK,0,N
JUICY 65,Y,JUICY=SEXUAL,1,N
EGADETH,N,DEATH,0,N
T AND A,N,TACO AND ASS,0,N
G NATION,N,G AS IN GANGSTER,0,N
HELLA5O,Y,"50=POLICE, NO FORD MUSTANG ON ANI",1,N
HRD HITA,N,HARD HIT,0,N
BNV 8888,N,88 = HATE NUMBER,0,N
D LLAMAS,Y,"D=DICK, NO AUDI ON ANI",1,N
1CUMINS,Y,CUMIN IS ANOTHER WORD FOR VAGINA,1,N
6IX 6IX,N,6IX IS MY CHILDREN'S NAME AND IX IS THE YEAR OF THE CAR,0,Y
GUNSAMO,N,GUNS AMO,0,N
4CHUCHI,N,FUCK IT,0,N
FC9O7,N,907 = AREA CODE,0,N
1K KILLA,N,KILLA,0,N
4O8 WNSR,N,AREA CODE,0,N
FVCKLAG,N,FUCK KLAG,0,N
69 ELCKY ,Y,"69, SEXUAL REFERENCE",1,N
DKSYDE,N,DICK SYDE,0,N
WELDPRN,N,WELDER PUN,0,Y
XII XXXV,N,XXX,0,N
BCH4US4,Y,BEACH FOR US 4,1,Y
JA69VA,N,NO 69 CAR,0,N
8O55LFE,N,AREA CODE,0,N
1TL13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
KILLR6O,N,KILLER,0,N
LMFX911,N,MFX=MOTHER FUCKER,0,N
WF88AEC,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
CYA RAT,N,CYA RAT,0,N
FITB,N,FIT BITCH,0,N
SEXYSX3,Y,SEXY SEX,1,N
DABAZZ7,N,DABAZZ=VAGINA,0,N
89 OGTOY,N,OG,0,N
WRKN KLS,N,WORKING KILLS,0,N
BLKONDA,Y,BLACK ONDA,1,N
DRGN SHT,N,DRUG GUN SHIT,0,N
DYRTIMX,N,DIRTY MAX,0,N
STUNGUN,N,STUNG UP,0,N
13 1RUNN,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
RIP6GUN,N,GUN,0,N
BLU TII,Y,BLUE TII,1,Y
ICUJOCN,N,I COULD BE CONSIDERED HOSTILE,0,N
5YWKN88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
MMABLZ,N,BALLS,0,N
GOOD BRD,Y,GOOD BRD,1,Y
RNL DR G,N,G AS IN GANGSTER,0,N
G1111,Y,G=GANGSTER,1,N
FAM$RED,Y,RED,1,Y
WET BUSH,N,WET BUSH,0,N
TWON916,N,916 AREA CODE,0,N
PHAUXTO,N,PHAUXTO IS ANOTHER WORD FOR PENIS,0,N
SXY RED,Y,SEXY RED,1,N
PL2OBX,N,BOX,0,N
HLL YEA,Y,HELL,1,N
EDROE13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
CML TOW,N,CML=CRIP MY LIFE,0,N
$NGABBY,N,NIGGA,0,N
M9D ST8,N,M9D STATE,0,N
BSCATPK,N,BS=BULL SHIT,0,N
mmmnmnm,N,MMMM=MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING MEANING M,0,N
14CYOTE,N,"14=GANG NUMBER, NO 2014 CAR ON ANI",0,N
IPA PRN,N,IPA-VAGINA,0,N
8AGUST8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
J BLQOUT,Y,JBLQ=JAPANESE SLANG FOR BLUE,1,N
2THBCH,Y,TO THE BEACH,1,Y
PM PISTL,N,PISTOL,0,N
NYC FD,Y,FD-FED,1,N
BLOKSTA,Y,BLOCK STA,1,N
MYCAN S,Y,MY CAR IS A CAN AND S IS AN ENGINE SIZE,1,Y
U UGLY 2,N,YOU UGLY,0,N
MK 6ONE9,N,AREA CODE,0,N
RDNKUMP,N,REDNECK PUMP,0,N
99999VR,N,LOOK ALIKE,0,N
U S BLUZ,Y,YOU'RE BLUE,1,Y
PLA BOY,Y,PLAY BOY,1,N
OG3 TOR,N,"OG, GANG REFERENCE",0,N
MEMOSG,Y,MEMORY OF MY SON WHO IS GOING TO SUICIDE,1,N
ORG CHM,Y,ORG=ORGANIZED CRIME,1,N
HB DAISY,N,DAISY,0,Y
21BJ,N,BJ=BITCH,0,N
OVTHUGS,N,"OG, GANG REFERENCE",0,N
II 69,N,COULDN'T VERIFY 1969 VEHICLE,0,N
WHLTAIL,Y,WHITE TAIL,1,Y
MY POOPR,N,POOPER,0,N
DRIVER G,N,G AS IN GANGSTER,0,N
HUMMRRR,N,"HUMMER, SEXUAL REFERENCE",0,N
KILLA64,N,KILLA,0,N
CHULA13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
PMPKAJ,N,PIMP,0,N
CHILO88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
GKLA,N,G KILLER,0,N
ZASR 51O,N,510 AREA CODE,0,N
ADOR PRN,N,PRN=PORN,0,N
R14VOVO,Y,14 GANG REFERENCE,1,N
CP141,N,CP IS A TYPE OF ENGINE,0,Y
CF M JR,Y,CF MOTHER JR,1,N
GATO MAD,Y,"GATO MEANS CAT, SEXUAL REFERENCE",1,N
NCA$NVA,N,NICA LOVES NIGGA,0,N
NNEKA G,N,G AS IN GANGSTER,0,N
PURES14,N,14=GANG,0,N
NADOBTY,N,NADO BOOTY,0,N
KATBOX2,N,BOX=VAGINA,0,N
MOB GURL,N,MOB,0,N
O81113A,N,LOOK ALIKE,0,N
THREEPR,N,THREEPER,0,N
11LB562,N,AREA CODE,0,N
47 F BOMB,N,BOMB,0,N
42 DIME,N,42 IS THE MODEL OF MY CAR,0,N
KTOWN OG,N,OG,0,N
179MS14,N,14 GANG REFERENCE,0,N
BTCHN 7,N,BITCHIN,0,Y
7519 KOC,N,KOC=KILLER OR COULD BE CONSIDERED HOSTILE,0,N
FUKA HR,N,FUCKER,0,N
NOXUS4U,N,NO XUS FOR YOU,0,N
RDWD415,N,415 AREA CODE,0,N
Y3 GOSLO,N,GOSLO=GANGSTER,0,N
TURKEY B,N,STANDALONE B,0,N
MEAT 2,N,MEAT IS A DEROGATORY TERM FOR A PERSON OF MEXICAN DESCENT,0,N
EWUZNME,N,EAT YOU SNOW ME,0,N
QJODES,N,QUEEN JODES,0,N
PNK BTL,N,PINK BIRTHDATE,0,N
BLWSMKE,N,BLOW SMOKES,0,N
77ZZZZ7,N,LOOK ALIKE,0,N
PROMO18,N,18=hate symbol,0,N
MRC BLZ,N,BALLS,0,N
SMLYTT,N,TT=PENIS IN TAGALOG,0,N
SLV BUL8,N,SLV BULLET,0,N
GOVACHO,Y,GO BACKWARDS,1,N
FUXGVN O,N,FUCK GIVEN,0,N
1 VIRGEN,N,VIRGIN,0,N
HAR13YQ,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
ROK EATR,N,EAT,0,N
NVW3N17,Y,NAVY 3 IN 2017,1,Y
PALE FCE,N,PALE FACE,0,N
CA9O731,N,CA AREA CODE,0,N
CRS CHKU,N,CHKU=VAGINA,0,N
BTK,N,BTK=BITCH,0,N
LOKIL,N,KILL,0,N
PHAQOOO,N,FUCK YOU,0,N
ELIKA13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
RJO TORO,Y,RJO=TOO OLD,1,N
W T PUCK,N,PUCK,0,Y
1D3OM16,Y,LOOK ALIKE,1,N
AWE TTZ,N,AWE TITS,0,N
LVMY TOI,Y,LOVE MY TOY,1,Y
TCMFB,N,TC MOTHER FUCKER,0,N
ABS G,Y,G=GANGSTER,1,N
SHHWING,N,SHHWING=SHIT IN TAGALOG,0,N
XXXI888,N,XXX,0,N
6 LOL 9,N,"69, SEXUAL REFERENCE",0,N
2SSAVGE,N,TOO SAVAGE,0,N
GHORNT1,N,GORNT=GANGSTER,0,N
5O2 GUAT,N,502 IS AREA CODE,0,N
CHOPER 8,Y,CHOPER 8,1,N
HAILLLM,N,HILL LIM,0,N
619DOGG,N,619 AREA CODE,0,N
FKNSPLD,N,FUCKIN SPLIT,0,N
TWRKVAN,N,TURK VAN,0,Y
ZMBONEE,Y,ZERO MONEY,1,N
MYSTI8U,N,MY STI ATE YOU,0,N
GETDRTE,Y,GET DRONE,1,N
619PRNT,N,619 AREA CODE,0,N
J5ORIDE,N,J5 OR JAPANESE RIDER,0,Y
COMA RED,N,RED,0,Y
SRTPUDY,Y,PUDY=PUSSY,1,N
8CHINA8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
EVOWEVO,N,WEVO=WEED,0,N
MRTNZ13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
MAD RAG,Y,MAD RAG,1,N
WTF4MEE,N,WHAT THE FUCK,0,N
M7O7B,N,707 AREA CODE,0,N
OBOLLOX,N,BOOL LOCK,0,N
LOKRUM,Y,LOKRUM IS A DEROGATORY TERM FOR A PERSON OF AMERICAN DESCENT,1,N
B LUSTRE,Y,B=BITCH,1,N
REDTK13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
7UW88,N,88=HATE SYMBOL,0,N
R323J16,Y,LOOK ALIKE,1,N
CCKUMR1,N,CUMMING - SEXUAL,0,N
7 KLJM14,N,14 GANG REFERENCE,0,N
FXDWLD,N,FUCK & WOOD,0,N
DEDPUUL,Y,DEAD PULLED FOR PULLED FOR PULLED FOR DEAD,1,N
JDMAZFK,N,JDMAZFK=JUST DAMN FUCK,0,N
DHATETJ,N,HATE,0,N
HUMBRUH,N,HUMBER BITCH,0,N
TNT SVY,N,TNT=EXPLOSIVE,0,N
TCOLOCO,Y,TACO,1,Y
1SPERMN,N,SPERM,0,N
RFFR8O5,N,AREA CODE,0,N
HUMBLE A,Y,ASSHOLE,1,N
JOYA 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
XRATEDX,N,X RATED,0,N
KSF88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
STA8818,N,88 = HATE NUMBER,0,N
ROBBIN M,N,ROBBIN' MY CAR,0,N
LOW SOL,Y,LOW SOUL,1,N
69TRINO,Y,"69, SEXUAL REFERENCE",1,N
GOTTI,N,GOTTI=GANGSTER,0,N
GILDA69,N,"69, SEXUAL REFERENCE",0,N
KT LADY,Y,"KT=KITTY, LADY=PUSSY",1,N
K8KSAWD,Y,KICK SAW,1,N
LA HUMM,Y,HUMM=GANGSTER,1,N
CHUY76O,N,760 AREA CODE,0,N
GUMGUM D,N,GUM=GANGSTER,0,N
SOFNLUC,N,SO FUCKING LUC,0,N
BDASS 26,N,BAD ASS,0,N
TANG MAN,N,TANG MAN,0,Y
IGVZRO,N,I GIVE ZERO,0,N
DRTY BMR,Y,DIRTY BUMPER,1,N
PSSTGFY,N,PSST GO FUCK YOURSELF,0,N
YNKE 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
NISMOBB,N,MOB,0,N
13 BAAP,N,13 GANG REFERENCE,0,N
MAKAPOB,N,PULLED FOR POB,0,N
JVT 8888,N,88 = HATE,0,N
ERROD 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
LA BBGRL,Y,BBG=BITCH,1,N
HELLBCH,N,HELL BITCH,0,N
NOWH8ME,N,HATE,0,N
G GAM,N,G AS IN GANGSTER,0,N
13SYL16,Y,"13=GANG NUMBER, NO 2013 CAR ON ANI",1,N
HAT3,N,HAT=SHIT,0,N
FIN CITY,Y,FIN CITY,1,Y
CHECH13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
RED ERA,N,RED ERA,0,Y
4KATZ,Y,KATZ IS ANOTHER WORD FOR VAGINA,1,N
KCKGAS1,Y,KC=KICK KC=GAS=GAS,1,N
IBLDBLU,Y,I BLOW BLUE,1,N
454SSCM,Y,454 AREA CODE,1,N
04X14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
YE DIE,N,DIE,0,N
6PK2GO,Y,PK=PUSSY,1,N
BASSCHP,N,BAS CHP,0,N
YNK LOV,N,"YNK=YELLOW, YELLOW LOVING",0,Y
WRX FTW,N,FTW,0,N
8GATOR8,N,GATOR,0,Y
GTSL8ER,N,GTSLATER,0,N
7HFP13R,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N
S 1351,Y,1351=AREA CODE,1,N
LOVE 831,N,831 AREA CODE,0,N
88RS888,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
BOSTN 14,N,"14=HATE SYMBOL, NO 2014 CAR ON ANI",0,N
BEEZZIE,N,BEEZY=BITCH,0,N
GOVNR47,Y,GOVERNOR 47,1,N
EEEDIOT,N,IOT,0,N
GM4HUSL,N,GM FOR HUSTLE,0,Y
UNIKA 69,N,69 SEXUAL REFERENCE,0,N
NAZ14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
BLKLN 69,N,BLACKLIN 1969,0,N
HYPNO D,N,HYPNOTICAL - HYPNOMY IS ANOTHER WORD FOR HYPNOMY,0,N
7PAISA7,N,PAISA IS A TYPE OF SLANG FOR VAGINA,0,N
SP X4448,Y,XXX,1,N
REPN 760 ,N,760 AREA CODE,0,N
FAST JU,N,FAST JU,0,Y
TODDY D,Y,TODDY DICK,1,N
WIDE AF,N,AF-AS FUCK,0,N
WHTBLAZ,N,WHAT THE BLAZ?,0,N
DOE BOY,N,DO YOU HAVE A DOG?,0,N
PINCHEJ,N,PINK=VAGINA,0,N
SS IMPAL,Y,SS IMPALA,1,Y
NTHUMMR,N,HUMMER,0,N
FRCE CHK,Y,FUCK,1,N
DAMYUKN,N,DAMN YOU,0,N
FETYWAP,Y,FETY WAP,1,N
YV14AG,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N
SICKCNT,N,SICK CUNT,0,N
WIN DUI,N,DUI=DRUGS,0,N
SAI8888,N,88 = HATE,0,N
RELFISH,N,REFISH,0,N
BOGAN4U,N,BOGAN IS ANOTHER WORD FOR VAGINA,0,N
D SLYDZ,Y,SLAYS,1,Y
88ZB5O,N,"88=HATE SYMBOL, NO 1988 CAR ON ANI",0,N
LII BLUE,Y,BLUE,1,Y
MRKULIT,Y,KULIT=ASS,1,N
VSTNT,N,VAST TNT,0,N
DPHIN13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
MRDRVAN,N,MURDER,0,N
BSAS AR,Y,AR,1,N
805 TACO,N,805 AREA CODE,0,N
F EVOS,N,FUCK EVOS,0,N
BILLY14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N
MRBS 72,N,MR BULL SHIT,0,N
WOODYS,N,WOODY IS ANOTHER WORD FOR VAGINA,0,N
TNT 12,Y,TNT=EXPLOSIVE,1,N
CRZGRAC,Y,CRAZY GRAC,1,N
DOGS AF,N,DOGS AS FUCK,0,N
ROKATIT,N,ROCK A TIT,0,N
RIDHARD,N,RIDE HARD,0,N
MENIRNG,Y,MENIRONG IS A TYPE OF DRUG,1,N
JUUKBOX,Y,JUKE BOX,1,Y
$ASASS,N,ASS,0,N
8ABEAST,N,BEAST,0,N
4CYLDSL,Y,FOR CYLDS LIKE SLANG FOR PENIS,1,N
HELL NOE,Y,HELL NOE,1,N
MFG REP,Y,MFG=MOTHERFUCKER,1,N
SHOP4D,N,SHOP FOR DICK,0,N
STUUPIT,N,STUPID,0,N
DAB BUG,N,DAB BUG,0,Y
JCT88&,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N
DUSSY 1,N,DUSSY,0,N
BEAST AF,N,BEAST AS FUCK,0,N
ZRO FKX,N,ZERO FUCKS,0,N
BK BULLT,Y,BULLET,1,N
O7LS4SS,Y,"SS, NO CHEVY ON ANI",1,N
SCDOS13,N,"13=GANG NUMBER, NO 2013 CAR",0,N
