plate,status,predicted_meaning,label,predicted,plate_length,plate_has_numbers,plate_has_letters,plate_has_spaces,plate_has_special,num_digits,num_letters,num_spaces,meaning_length,meaning_word_count,has_sexual,has_hate,has_gang,has_drug,has_violence,has_police,has_area_code,status_binary,predicted_binary,error_type,kmeans_cluster
LA MORNA,N,MORNA IS ANOTHER WORD FOR VAGINA,0,N,8,False,True,True,False,0,7,1,32,6,True,False,False,False,False,False,False,0,0,Correct,2
XXX2BMW,N,XXX=PORN,0,N,7,True,True,False,False,1,6,0,8,1,False,False,False,False,False,False,False,0,0,Correct,1
LV JT AF,N,AF = AS FUCK,0,N,8,False,True,True,False,0,6,2,12,4,True,False,False,False,False,False,False,0,0,Correct,2
BD AZ69,N,BAD ASS,0,N,7,True,True,True,False,2,4,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
DOS CATS,Y,DOS CATS,1,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,1,Correct,1
REDPIXI,Y,RED PICTURES,1,Y,7,False,True,False,False,0,7,0,12,2,False,False,False,False,False,False,False,1,1,Correct,1
KUOYCFU,N,FUCK YOU,0,N,7,False,True,False,False,0,7,0,8,2,True,False,False,False,False,False,False,0,0,Correct,2
PND$MBL,N,PUNDLE LOVES MOTHER BITCH,0,N,7,False,True,False,True,0,6,0,25,4,False,False,False,False,False,False,False,0,0,Correct,1
PNKDG,Y,PINK DICK,1,N,5,False,True,False,False,0,5,0,9,2,True,False,False,False,False,False,False,1,0,False Negative,2
13 SM 8,N,13 GANG REFERENCE,0,N,7,True,True,True,False,3,2,2,17,3,False,False,True,False,False,False,False,0,0,Correct,5
ZILL4,Y,"ZILLA IS A TYPE OF ANIMATION, AN ANIMATION OF A PERSON WITH A DISABILITY",1,N,5,True,True,False,False,1,4,0,72,14,False,False,False,False,False,False,False,1,0,False Negative,0
HOOKIN,N,HOOKIN,0,Y,6,False,True,False,False,0,6,0,6,1,False,False,False,False,False,False,False,0,1,False Positive,1
1EVILQB,N,ONE EVIL QUEEN BITCH,0,N,7,True,True,False,False,1,6,0,20,4,False,False,False,False,False,False,False,0,0,Correct,1
RED4LUV,Y,RED FOR LOVE,1,Y,7,True,True,False,False,1,6,0,12,3,False,False,False,False,False,False,False,1,1,Correct,1
AKILAHS,Y,AKILAH IS ANOTHER WORD FOR VAGINA,1,N,7,False,True,False,False,0,7,0,33,6,True,False,False,False,False,False,False,1,0,False Negative,2
MEATMAN,N,MEAT MAN,0,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
JOLT3ON,N,JOLT IS A TERM USED FOR A PERSON OF JAPANESE DESCENT,0,N,7,True,True,False,False,1,6,0,52,11,False,False,False,False,False,False,False,0,0,Correct,1
JSTRY ME,N,JUST STREET ME,0,Y,8,False,True,True,False,0,7,1,14,3,False,False,False,False,False,False,False,0,1,False Positive,1
RNOSO69,N,NO 69 CAR,0,N,7,True,True,False,False,2,5,0,9,3,True,False,False,False,False,False,False,0,0,Correct,2
TURFRAT,Y,TURF RAT,1,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
LTS PLY2,Y,LITTLE APPLE TOO,1,Y,8,True,True,True,False,1,6,1,16,3,False,False,False,False,False,False,False,1,1,Correct,1
8A 5OH,N,ATE A 50,0,N,6,True,True,True,False,2,3,1,8,3,False,False,False,False,False,True,False,0,0,Correct,8
13M  K,N,"13=GANG NUMBER, NO 2013 CAR",0,N,6,True,True,True,False,2,2,2,27,5,False,False,True,False,False,False,False,0,0,Correct,5
I1THIS F,N,I'M THIS F,0,N,8,True,True,True,False,1,6,1,10,3,False,False,False,False,False,False,False,0,0,Correct,1
LOKNLWD,N,LOKIN' WOOD,0,N,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,0,Correct,1
GEONBJ,N,BJ=BITCH,0,N,6,False,True,False,False,0,6,0,8,1,False,False,False,False,False,False,False,0,0,Correct,1
26IN BRL,N,26 IN BIRTHDAY,0,Y,8,True,True,True,False,2,5,1,14,3,False,False,False,False,False,False,False,0,1,False Positive,1
FK 401K,N,FUCK 401K,0,N,7,True,True,True,False,3,3,1,9,2,True,False,False,False,False,False,False,0,0,Correct,2
P911TTS,N,PORSCHE 911 TWIN TURBO,0,N,7,True,True,False,False,3,4,0,22,4,False,False,False,False,False,False,False,0,0,Correct,0
HD88N96,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,4,3,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
8EATNGU,N,EATING YOU,0,N,7,True,True,False,False,1,6,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
MA $ FR,Y,MA LOVES FRANCESCO,1,N,7,False,True,True,True,0,4,2,18,3,False,False,False,False,False,False,False,1,0,False Negative,1
DODGER G,N,G AS IN GANGSTER,0,N,8,False,True,True,False,0,7,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
H8NOOBZ,N,HATE,0,N,7,True,True,False,False,1,6,0,4,1,False,True,False,False,False,False,False,0,0,Correct,0
Q BEL V,Y,QUE BEL VIE,1,N,7,False,True,True,False,0,5,2,11,3,False,False,False,False,False,False,False,1,0,False Negative,1
I$BICHO,N,I LOVE BICHO,0,Y,7,False,True,False,True,0,6,0,12,3,False,False,False,False,False,False,False,0,1,False Positive,1
OG STATS,N,OG,0,Y,8,False,True,True,False,0,7,1,2,1,False,False,True,False,False,False,False,0,1,False Positive,5
IUDX 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,True,False,2,4,1,27,5,False,True,False,False,False,False,False,0,0,Correct,0
DPORT ME,N,DPORT ME,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
NIKY 69,N,69 SEXUAL REFERENCE,0,N,7,True,True,True,False,2,4,1,19,3,True,False,False,False,False,False,False,0,0,Correct,2
REDBNCH,Y,RED BENCH,1,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,1,Correct,1
BAD AASS,N,BAD ASS,0,N,8,False,True,True,False,0,7,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
BISHROK,N,BISH CAN BE ANOTHER WORD FOR BITCH,0,N,7,False,True,False,False,0,7,0,34,7,False,False,False,False,False,False,False,0,0,Correct,1
805 4LFE,N,805 AREA CODE,0,N,8,True,True,True,False,4,3,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
FYF,N,FUCK YOU,0,N,3,False,True,False,False,0,3,0,8,2,True,False,False,False,False,False,False,0,0,Correct,2
ARGEL5O,N,ARGEL IS ANOTHER WORD FOR VAGINA,0,N,7,True,True,False,False,1,6,0,32,6,True,False,False,False,False,False,False,0,0,Correct,2
LUCKI D,N,D=DICK,0,N,7,False,True,True,False,0,6,1,6,1,True,False,False,False,False,False,False,0,0,Correct,2
WALLSAW,Y,WALL SAW,1,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,1,Correct,1
MFRLDY,N,MOTHER FUCKER LADY,0,N,6,False,True,False,False,0,6,0,18,3,True,False,False,False,False,False,False,0,0,Correct,2
TACO N1,Y,TACO=VAGINA,1,N,7,True,True,True,False,1,5,1,11,1,True,False,False,False,False,False,False,1,0,False Negative,2
SHAGVAN,N,SHAG=SHIT IN TAGALOG,0,N,7,False,True,False,False,0,7,0,20,3,False,False,True,False,False,False,False,0,0,Correct,5
86DCOM,Y,86 DIESEL COMBINATION,1,N,6,True,True,False,False,2,4,0,21,3,False,False,False,False,False,False,False,1,0,False Negative,1
ROX6911,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,4,3,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
F8L DART,N,FATEL DART,0,N,8,True,True,True,False,1,6,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
ERF EATR,N,EATER,0,Y,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,0,1,False Positive,1
BD#SN88,N,88=HATE SYMBOL,0,N,7,True,True,False,True,2,4,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BAD A TA,N,BAD ASS,0,N,8,False,True,True,False,0,6,2,7,2,False,False,False,False,False,False,False,0,0,Correct,1
ZH666,Y,LOOK ALIKE,1,N,5,True,True,False,False,3,2,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,0
LA WET,N,WET,0,N,6,False,True,True,False,0,5,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
69 RI G,N,G AS IN GANGSTER,0,N,7,True,True,True,False,2,3,2,16,4,False,False,True,False,False,False,False,0,0,Correct,5
RAISE UP,N,RAISE UP,0,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
BAWRAMU,N,BAW RAM YOU,0,N,7,False,True,False,False,0,7,0,11,3,False,False,False,False,False,False,False,0,0,Correct,1
EAT ZHIT,N,EAT SHIT,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
442 ROKT,Y,442 IS AREA CODE,1,N,8,True,True,True,False,3,4,1,16,4,False,False,False,False,False,False,True,1,0,False Negative,4
1JMART8,N,18=hate symbol,0,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
D ALSTON,Y,D AS IN DICK,1,N,8,False,True,True,False,0,7,1,12,4,True,False,False,False,False,False,False,1,0,False Negative,2
PERSA13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
MRDROF1,N,MURDER OFF,0,N,7,True,True,False,False,1,6,0,10,2,False,False,False,False,True,False,False,0,0,Correct,6
RAVI 18,N,18=hate symbol,0,N,7,True,True,True,False,2,4,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
RTWAY69,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,2,5,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
MAD TRIM,N,MAD TRIM,0,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
WET/FLY,Y,WET FLY,1,Y,7,False,True,False,True,0,6,0,7,2,False,False,False,False,False,False,False,1,1,Correct,1
GOTBURL,Y,GO BITCH,1,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
TTWERK,N,TT=PENIS IN TAGALOG,0,N,6,False,True,False,False,0,6,0,19,3,True,False,True,False,False,False,False,0,0,Correct,5
MAC7MAN,Y,MY NAME,1,N,7,True,True,False,False,1,6,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
V12 KTY,Y,"KITTY, SEXUAL REFERENCE",1,N,7,True,True,True,False,2,4,1,23,3,True,False,False,False,False,False,False,1,0,False Negative,2
HABICHT,N,HABICHIT,0,N,7,False,True,False,False,0,7,0,8,1,False,False,False,False,False,False,False,0,0,Correct,1
BUMPAKR,N,BUMP ASS KILLER,0,N,7,False,True,False,False,0,7,0,15,3,False,False,False,False,True,False,False,0,0,Correct,6
MTG 4U,Y,MOTHER FUCKER FOR YOU,1,N,6,True,True,True,False,1,4,1,21,4,True,False,False,False,False,False,False,1,0,False Negative,2
BTY BLK,N,BETTY BLACK,0,N,7,False,True,True,False,0,6,1,11,2,False,False,False,False,False,False,False,0,0,Correct,1
BRED G,N,G AS IN GANGSTER,0,N,6,False,True,True,False,0,5,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
DISNEYD,Y,DISNEYD,1,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,1,0,False Negative,1
WARLRDS,N,WAR,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
S FKNFST,N,FUCKIN FAST,0,N,8,False,True,True,False,0,7,1,11,2,True,False,False,False,False,False,False,0,0,Correct,2
911T68,N,PORSCHE 911 TRUCK,0,N,6,True,True,False,False,5,1,0,17,3,False,False,False,False,False,False,False,0,0,Correct,0
YOGIKAT,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N,7,False,True,False,False,0,7,0,28,6,True,False,False,False,False,False,False,0,0,Correct,2
BADB8O5,N,805 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
65OX313,N,AREA CODE,0,N,7,True,True,False,False,5,2,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
LOV2DY,N,LOVE TO DIE,0,N,6,True,True,False,False,1,5,0,11,3,False,False,False,False,False,False,False,0,0,Correct,1
B KARZA,Y,STANDALONE B,1,N,7,False,True,True,False,0,6,1,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
SHORTBS,N,BS CAN STAND FOR BULL SHIT,0,N,7,False,True,False,False,0,7,0,26,6,False,False,False,False,False,False,False,0,0,Correct,1
MT BLUE,Y,BLUE,1,Y,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,1,1,Correct,1
DMNDIVA,N,DAMN,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
POT POM,N,POT POMB,0,N,7,False,True,True,False,0,6,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
ATDABCH,N,A BITCH,0,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
BN ONTOP,Y,BEN ON TOP,1,Y,8,False,True,True,False,0,7,1,10,3,False,False,False,False,False,False,False,1,1,Correct,1
66327EC,N,LOOK ALIKE,0,N,7,True,True,False,False,5,2,0,10,2,False,False,False,False,False,False,False,0,0,Correct,0
TAHOE TT,N,TT=PENIS IN TAGALOG,0,N,8,False,True,True,False,0,7,1,19,3,True,False,True,False,False,False,False,0,0,Correct,5
SCHMILIT,Y,SHUM MILITARY,1,N,8,False,True,False,False,0,8,0,13,2,False,False,False,False,False,False,False,1,0,False Negative,1
PATITA3,Y,PATITA IS ANOTHER WORD FOR VAGINA,1,N,7,True,True,False,False,1,6,0,33,6,True,False,False,False,False,False,False,1,0,False Negative,2
RAMM N U,N,RAMMING YOU,0,N,8,False,True,True,False,0,6,2,11,2,False,False,False,False,False,False,False,0,0,Correct,1
G BLKPRL,Y,G AS IN GANGSTER,1,N,8,False,True,True,False,0,7,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
187 APEX,N,187=MURDER,0,N,8,True,True,True,False,3,4,1,10,1,False,True,False,False,True,False,False,0,0,Correct,6
RED BNZ,Y,RED BENZ,1,N,7,False,True,True,False,0,6,1,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
CB RIDER,Y,RIDER,1,Y,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,1,1,Correct,1
DFAP8O5,N,805 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
MOFLO 8,Y,MOFLO IS A TYPE OF AIRCRAFT,1,Y,7,True,True,True,False,1,5,1,27,6,False,False,False,False,False,False,False,1,1,Correct,1
AMGG666,Y,AMMUNITION,1,N,7,True,True,False,False,3,4,0,10,1,False,False,False,False,False,False,False,1,0,False Negative,1
1 MAD O,N,MAD=MOTHERFUCKER,0,N,7,True,True,True,False,1,4,2,16,1,True,False,False,False,False,False,False,0,0,Correct,2
MA TACO,N,TACO,0,N,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
14U269,N,14-HITLER,0,N,6,True,True,False,False,5,1,0,9,1,False,True,False,False,False,False,False,0,0,Correct,0
55P PTWN,Y,"PULLED FOR P, POWDER POWDER",1,N,8,True,True,True,False,2,5,1,27,5,False,False,False,False,False,False,False,1,0,False Negative,1
RPTRBST,N,RP TRUST,0,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
13 SUNNY,N,13 GANG REFERENCE,0,N,8,True,True,True,False,2,5,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
CREAPER,N,CREAPER,0,N,7,False,True,False,False,0,7,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
JAPLRO2,N,JAP IS ANOTHER WORD FOR VAGINA,0,N,7,True,True,False,False,1,6,0,30,6,True,False,False,False,False,False,False,0,0,Correct,2
BG BRNDA,Y,BIG BROWN DA,1,N,8,False,True,True,False,0,7,1,12,3,False,False,False,False,False,False,False,1,0,False Negative,1
ULUKD HA,Y,YOU LICKED,1,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,1,0,False Negative,1
CEOH714,N,714 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,True,False,False,False,False,True,0,0,Correct,4
13BEEST,Y,"13=GANG NUMBER, NO 2013 CAR ON ANI",1,N,7,True,True,False,False,2,5,0,34,7,False,False,True,False,False,False,False,1,0,False Negative,5
BAREBCK,N,BARE BACK,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
YAMLT14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
DWAAAMN,N,DAMN,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
MA NUTZ,N,NUTS,0,N,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
EPPY G,Y,G AS IN GANGSTER,1,N,6,False,True,True,False,0,5,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
7OCUTTY,Y,CUTTY IS A SEXUAL REFERENCE,1,N,7,True,True,False,False,1,6,0,27,5,True,False,False,False,False,False,False,1,0,False Negative,2
CURVKLA,N,KLA-KILLA,0,N,7,False,True,False,False,0,7,0,9,1,False,False,False,False,True,False,False,0,0,Correct,6
C4L14NA,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,7,True,True,False,False,3,4,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
AWAWA13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
69 HSTLR,N,NO 69 CAR ON RECORD,0,N,8,True,True,True,False,2,5,1,19,5,True,False,False,False,False,False,False,0,0,Correct,2
PLEZNU,N,PLEASE YOU,0,Y,6,False,True,False,False,0,6,0,10,2,False,False,False,False,False,False,False,0,1,False Positive,1
GUN SMKE,N,GUN,0,N,8,False,True,True,False,0,7,1,3,1,False,False,False,False,True,False,False,0,0,Correct,6
1G LIFE,N,G AS IN GANGSTER,0,N,7,True,True,True,False,1,5,1,16,4,False,False,True,False,False,False,False,0,0,Correct,5
GOT&FVE,N,GET FUCKED,0,N,7,False,True,False,True,0,6,0,10,2,True,False,False,False,False,False,False,0,0,Correct,2
BBYGTBK,Y,BABY GOT BACK,1,N,7,False,True,False,False,0,7,0,13,3,False,False,False,False,False,False,False,1,0,False Negative,1
LBULLET,N,BULLET,0,N,7,False,True,False,False,0,7,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
BLAK BST,N,BLACK BEAST,0,N,8,False,True,True,False,0,7,1,11,2,False,False,False,False,False,False,False,0,0,Correct,1
8O8POKE,N,POKE=PUSSY,0,N,7,True,True,False,False,2,5,0,10,1,True,False,False,False,False,False,False,0,0,Correct,2
HEIDI 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,8,True,True,True,False,2,5,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
TONBKG,Y,TONY BURGMAN,1,N,6,False,True,False,False,0,6,0,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
4USUKAZ,N,OUR VEHICLE IS A US SUZUKI,0,Y,7,True,True,False,False,1,6,0,26,6,False,False,False,False,False,False,False,0,1,False Positive,1
FX BUS,N,FX = FUCK,0,N,6,False,True,True,False,0,5,1,9,3,True,False,False,False,False,False,False,0,0,Correct,2
B187PO,N,187=MURDER,0,N,6,True,True,False,False,3,3,0,10,1,False,True,False,False,True,False,False,0,0,Correct,6
LORD G,N,G=GANGSTER,0,N,6,False,True,True,False,0,5,1,10,1,False,False,True,False,False,False,False,0,0,Correct,5
CONCHA,N,CONCHA=VAGINA,0,N,6,False,True,False,False,0,6,0,13,1,True,False,False,False,False,False,False,0,0,Correct,2
GUNNY 24,N,GUNNY,0,Y,8,True,True,True,False,2,5,1,5,1,False,False,False,False,True,False,False,0,1,False Positive,6
SDBWTF,N,WTF-WHAT THE FUCK,0,N,6,False,True,False,False,0,6,0,17,3,True,False,False,False,False,False,False,0,0,Correct,2
E3OMS14,Y,"14=HATE SYMBOL, NO 2014 CAR",1,N,7,True,True,False,False,3,4,0,27,5,False,True,False,False,False,False,False,1,0,False Negative,0
WHYTEE,Y,WHY TEEE,1,N,6,False,True,False,False,0,6,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
PSYCRLM,N,PSYCH CREAM,0,N,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,0,Correct,1
88APR88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,4,3,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
PMPLOVE,N,"PMP=PIMP, PIMP LOVE IS A TERM USED FOR A PERSON OF AMERICAN DESCENT",0,N,7,False,True,False,False,0,7,0,67,13,False,False,False,False,False,False,False,0,0,Correct,1
LOL PP,N,PP=PENIS IN TAGALOG,0,N,6,False,True,True,False,0,5,1,19,3,True,False,True,False,False,False,False,0,0,Correct,5
69O4ADA,Y,AREA CODE,1,N,7,True,True,False,False,3,4,0,9,2,False,False,False,False,False,False,True,1,0,False Negative,4
IMTNT,N,I'M TNT,0,N,5,False,True,False,False,0,5,0,7,2,False,False,False,False,False,False,False,0,0,Correct,1
MYBUMBA,N,BUMBA=SLANG FOR VAGINA,0,N,7,False,True,False,False,0,7,0,22,3,True,False,False,False,False,False,False,0,0,Correct,2
8LJY88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,False,False,3,3,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
BJ 777,N,BJ IS MY NICKNAME AND 777 IS THE MODEL OF MY CAR,0,Y,6,True,True,True,False,3,2,1,48,12,False,False,False,False,False,False,False,0,1,False Positive,0
TRAPLRD,N,"TRAP, SEXUAL REFERENCE",0,N,7,False,True,False,False,0,7,0,22,3,True,False,False,False,False,False,False,0,0,Correct,2
HABOOTI,N,HOBBY,0,Y,7,False,True,False,False,0,7,0,5,1,False,False,False,False,False,False,False,0,1,False Positive,1
IEDS X5,N,IEDS,0,N,7,True,True,True,False,1,5,1,4,1,False,False,False,False,False,False,False,0,0,Correct,1
TEAM 559,N,559 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
IMG1FNG,N,IMAGINE 1 FUCKING,0,N,7,True,True,False,False,1,6,0,17,3,True,False,False,False,False,False,False,0,0,Correct,2
93221 OG,N,OG,0,N,8,True,True,True,False,5,2,1,2,1,False,False,True,False,False,False,False,0,0,Correct,5
RED5XWG,Y,RED 5XWG,1,N,7,True,True,False,False,1,6,0,8,2,False,False,False,False,False,False,False,1,0,False Negative,1
8O5MGMT,N,805 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
THE NUTS,N,NUTS,0,Y,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
MYKAT,N,MY CAT,0,Y,5,False,True,False,False,0,5,0,6,2,False,False,False,False,False,False,False,0,1,False Positive,1
MYBADSS,N,BADS IS ANOTHER WORD FOR VAGINA,0,N,7,False,True,False,False,0,7,0,31,6,True,False,False,False,False,False,False,0,0,Correct,2
REDHWK,Y,REDHEAD WICK,1,N,6,False,True,False,False,0,6,0,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
MS DIRTY,N,DIRTY,0,N,8,False,True,True,False,0,7,1,5,1,False,False,False,False,False,False,False,0,0,Correct,1
RAMSS,N,RAMS IS A TYPE OF ENGINE FOR A CAMARO SS. RAM IS A TYPE OF ENGINE FOR A CAMARO SS.,0,Y,5,False,True,False,False,0,5,0,82,20,False,False,False,False,False,False,False,0,1,False Positive,0
WITRASH,N,WITRASH IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N,7,False,True,False,False,0,7,0,55,11,False,False,False,False,False,False,False,0,0,Correct,1
GUNBLGR,N,GUN,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,True,False,False,0,0,Correct,6
MJRAMZ7,N,MY NAME AND YEAR OF MY CAR,0,N,7,True,True,False,False,1,6,0,26,7,False,False,False,False,False,False,False,0,0,Correct,1
SIX1NIN,N,SIX INCHES,0,N,7,True,True,False,False,1,6,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
WL BEATU,N,WILL BEAT YOU,0,N,8,False,True,True,False,0,7,1,13,3,False,False,False,False,False,False,False,0,0,Correct,1
6FALCN9,Y,FALCON IS A TYPE OF VEHICLE,1,N,7,True,True,False,False,2,5,0,27,6,False,False,False,False,False,False,False,1,0,False Negative,1
BD MF7O,N,BAD MOTHER FUCKER,0,N,7,True,True,True,False,1,5,1,17,3,True,False,False,False,False,False,False,0,0,Correct,2
RGN 14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,6,True,True,True,False,2,3,1,27,5,False,True,False,False,False,False,False,0,0,Correct,0
PRPL 911,Y,911 EMERGENCY,1,N,8,True,True,True,False,3,4,1,13,2,False,False,False,False,False,False,False,1,0,False Negative,1
98TOEHO,N,HO,0,N,7,True,True,False,False,2,5,0,2,1,False,False,False,False,False,False,False,0,0,Correct,1
LTITEAT,N,EAT,0,N,7,False,True,False,False,0,7,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
GT2STPN,N,GT STOPS,0,N,7,True,True,False,False,1,6,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
HRTNHSL,Y,HORTENESS,1,N,7,False,True,False,False,0,7,0,9,1,False,False,False,False,False,False,False,1,0,False Negative,1
BVR PNDR,N,BEVERLY PANDORA,0,N,8,False,True,True,False,0,7,1,15,2,False,False,False,False,False,False,False,0,0,Correct,1
HFBLPRN,N,HEAD FUCKING POWER,0,N,7,False,True,False,False,0,7,0,18,3,True,False,False,False,False,False,False,0,0,Correct,2
PISTOL B,N,PISTOL B=GUN,0,N,8,False,True,True,False,0,7,1,12,2,False,False,False,False,True,False,False,0,0,Correct,6
MOVEBEE,N,MOVE BEE,0,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,1,False Positive,1
FUGGDUB,N,FUCK YOU GUY,0,N,7,False,True,False,False,0,7,0,12,3,True,False,False,False,False,False,False,0,0,Correct,2
THE OGGG,N,"OG, GANG REFERENCE",0,N,8,False,True,True,False,0,7,1,18,3,False,False,True,False,False,False,False,0,0,Correct,5
DEKARD,Y,"DEKARD IS A TYPE OF PENIS, WHICH IS A TYPE OF PENIS. DEKARD IS A TYPE OF PENIS.",1,N,6,False,True,False,False,0,6,0,79,18,True,False,False,False,False,False,False,1,0,False Negative,2
17BLUC7,Y,BLUE C7,1,N,7,True,True,False,False,3,4,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
GR BULLT,Y,GROUP OF GIRLS,1,N,8,False,True,True,False,0,7,1,14,3,False,False,False,False,False,False,False,1,0,False Negative,1
JAAWZ,Y,JAWZ IS ANOTHER WORD FOR PENIS,1,N,5,False,True,False,False,0,5,0,30,6,True,False,False,False,False,False,False,1,0,False Negative,2
BCHBCKT,N,BITCH BITCH CAT,0,N,7,False,True,False,False,0,7,0,15,3,False,False,False,False,False,False,False,0,0,Correct,1
